city,date,PM2.5,PM10,NO2,CO,SO2,AQI,temperature_2m_max,temperature_2m_min,Humidity
Talcher,2018-01-06,128.2333333,341.1733333,23.0,2.43,37.33333333,303.0,31.9,26.1,61.72
Talcher,2018-01-07,114.81,311.185,24.38333333,2.4,32.98,297.3333333,37.5,29.1,55.0
Talcher,2018-01-08,118.675,325.155,23.12666667,2.485,30.35333333,286.0,32.0,27.8,61.6
Talcher,2018-01-09,133.23,310.13,36.70333333,2.6,27.78,281.0,33.9,27.0,59.32
Talcher,2018-01-10,129.14,310.625,0.09,1.36,24.05666667,286.5,33.4,26.0,59.92
Talcher,2018-01-11,93.98,242.13,0.12,1.62,31.50666667,301.6666667,37.2,28.1,55.36
Talcher,2018-01-12,105.14,273.665,0.11,2.34,26.215,191.8,33.0,25.8,60.4
Talcher,2018-02-01,186.41,378.45,27.03,2.05,38.16,367.0,32.0,24.8,61.6
Talcher,2018-02-02,161.6533333,412.0666667,21.73,2.233333333,42.05,386.0,33.8,26.8,59.44
Talcher,2018-02-03,144.51,415.52,18.3,2.186666667,37.59,376.6666667,32.5,26.9,61.0
Talcher,2018-02-04,225.52,466.9666667,31.2575,2.99,41.13666667,467.3333333,33.8,28.3,59.44
Talcher,2018-02-05,153.78,383.2833333,25.485,2.263333333,39.31666667,378.0,38.4,29.2,53.92
Talcher,2018-02-06,136.7666667,335.4766667,24.775,2.18,47.46666667,322.0,32.8,25.8,60.64
Talcher,2018-02-07,123.61,322.43,29.29,2.46,46.41,308.6666667,37.0,28.8,55.6
Talcher,2018-02-08,135.85,341.78,27.72,2.5,41.69666667,311.0,33.4,27.3,59.92
Talcher,2018-02-09,172.05,381.02,45.34,2.62,33.9,321.0,32.1,26.1,61.48
Talcher,2018-02-10,143.05,314.95,55.96,2.56,28.28333333,343.0,35.0,25.9,58.0
Talcher,2018-02-11,88.08,203.33,13.82,1.655,45.85333333,312.3333333,36.1,28.4,56.68
Talcher,2018-02-12,117.74,264.67,27.17,1.62,38.32,171.6,32.7,26.0,60.76
Talcher,2018-03-01,186.41,378.45,27.03,2.05,38.16,367.0,32.2,24.8,61.36
Talcher,2018-03-02,198.3,392.54,32.55,2.43,50.51,365.0,33.5,27.2,59.8
Talcher,2018-03-03,166.3,395.0,27.44,2.35,47.24,348.0,32.5,26.6,61.0
Talcher,2018-03-04,283.31,488.72,36.38,3.3,52.69,484.0,33.1,27.7,60.28
Talcher,2018-03-05,173.38,404.44,30.83,2.27,50.81,396.0,39.7,28.3,52.36
Talcher,2018-03-06,145.3,329.78,26.55,1.93,57.6,341.0,35.8,27.9,57.04
Talcher,2018-03-07,147.24,333.81,35.12,2.05,59.84,320.0,37.5,29.0,55.0
Talcher,2018-03-08,111.63,241.12,27.81,1.46,53.04,295.0,33.0,26.5,60.4
Talcher,2018-03-09,179.03,312.37,36.17,1.97,40.02,258.0,33.2,26.6,60.16
Talcher,2018-03-10,144.24,279.06,28.4,2.06,32.51,329.0,34.7,27.6,58.36
Talcher,2018-03-11,82.18,164.53,27.52,1.69,60.2,323.0,35.9,27.6,56.92
Talcher,2018-03-12,169.33,393.78,48.95,2.07,30.63,151.4,33.4,26.8,59.92
Talcher,2018-04-01,75.21,131.5,10.88,1.49,18.46,134.0,32.1,24.2,61.48
Talcher,2018-04-02,29.93,90.34,4.7,1.8,31.76,139.0,33.4,27.0,59.92
Talcher,2018-04-03,39.69,133.54,10.7,1.62,34.72,99.0,32.3,26.8,61.24
Talcher,2018-04-04,53.48,113.22,19.8,1.57,73.0,120.0,34.1,29.2,59.08
Talcher,2018-04-05,108.585,261.45,18.785,1.97,40.55,114.0,38.5,28.9,53.8
Talcher,2018-04-06,93.93,219.755,20.225,1.78,43.655,225.0,34.3,28.0,58.84
Talcher,2018-04-07,107.48,256.72,26.94,1.98,46.555,224.0,37.5,28.2,55.0
Talcher,2018-04-08,81.315,194.105,23.91,1.61,41.61,217.5,32.8,25.9,60.64
Talcher,2018-04-09,122.725,238.645,29.295,1.86,36.465,198.0,32.3,26.0,61.24
Talcher,2018-04-10,102.125,223.615,27.69,1.91,36.7,242.0,35.0,27.2,58.0
Talcher,2018-04-11,64.175,133.91,21.14,1.58,49.18,223.5,34.3,27.4,58.84
Talcher,2018-04-12,106.05,257.19,31.31,1.895,28.315,131.2,33.4,27.5,59.92
Talcher,2018-05-01,39.03,73.5,8.79,1.66,49.11,98.0,31.7,25.2,61.96
Talcher,2018-05-02,38.9,92.05,33.4,1.65,55.71,94.0,32.8,26.8,60.64
Talcher,2018-05-03,72.57,103.33,17.06,1.75,53.83,112.0,32.6,26.6,60.88
Talcher,2018-05-04,46.59,115.67,8.07,1.71,33.35,104.0,34.3,28.6,58.84
Talcher,2018-05-05,43.79,118.46,6.74,1.67,30.29,114.0,36.8,28.0,55.84
Talcher,2018-05-06,42.56,109.73,13.9,1.63,29.71,109.0,37.6,27.7,54.88
Talcher,2018-05-07,67.72,179.63,18.76,1.91,33.27,128.0,36.6,28.0,56.08
Talcher,2018-05-08,51.0,147.09,20.01,1.76,30.18,140.0,32.5,25.6,61.0
Talcher,2018-05-09,66.42,164.92,22.42,1.75,32.91,138.0,32.8,25.0,60.64
Talcher,2018-05-10,60.01,168.17,26.98,1.76,40.89,155.0,35.6,27.8,57.28
Talcher,2018-05-11,46.17,103.29,14.76,1.47,38.16,124.0,33.4,26.4,59.92
Talcher,2018-05-12,42.77,120.6,13.67,1.72,26.0,111.0,31.9,25.1,61.72
Talcher,2018-06-01,54.6,114.36,11.66,1.94,42.47,182.0,31.4,25.4,62.32
Talcher,2018-06-02,49.37,98.48,14.27,1.94,35.35,98.0,33.3,27.0,60.04
Talcher,2018-06-03,132.55,206.24,8.09,2.35,48.31,201.0,32.7,26.6,60.76
Talcher,2018-06-04,69.21,165.95,17.9,2.12,51.73,148.0,34.0,28.5,59.2
Talcher,2018-06-05,53.57,106.84,10.98,1.85,37.53,125.0,36.3,27.8,56.44
Talcher,2018-06-06,57.77,113.57,15.3,1.86,44.62,106.0,37.0,28.7,55.6
Talcher,2018-06-07,59.3,113.1,11.9,1.91,63.75,107.0,35.0,26.6,58.0
Talcher,2018-06-08,37.27,126.11,11.99,2.04,42.04,126.5,32.9,26.4,60.52
Talcher,2018-06-09,40.03,111.35,12.245,1.905,38.185,120.0,32.2,26.1,61.36
Talcher,2018-06-10,38.14,128.01,15.235,1.955,39.055,128.5,35.7,27.6,57.16
Talcher,2018-06-11,35.12,109.21,8.925,1.93,40.89,116.0,34.0,27.3,59.2
Talcher,2018-06-12,30.345,92.39,8.55,2.08,37.24,109.5,30.2,25.5,63.76
Talcher,2018-07-01,24.39,124.45,12.91,2.16,43.89,121.0,32.0,26.4,61.6
Talcher,2018-07-02,21.0,104.21,7.05,2.38,51.82,111.0,33.0,27.2,60.4
Talcher,2018-07-03,19.47,122.99,6.14,2.27,47.43,105.0,33.2,27.5,60.16
Talcher,2018-07-04,29.32,172.0,5.03,2.41,56.17,134.0,33.1,28.7,60.28
Talcher,2018-07-05,23.7,155.58,3.42,2.3,53.27,144.0,37.6,28.3,54.88
Talcher,2018-07-06,26.47,145.76,3.85,2.29,53.25,138.0,37.2,28.7,55.36
Talcher,2018-07-07,23.59,139.36,5.04,2.27,51.4,128.0,35.6,27.2,57.28
Talcher,2018-07-08,23.54,105.13,3.97,2.32,53.9,113.0,33.9,25.6,59.32
Talcher,2018-07-09,13.64,57.78,2.07,2.06,43.46,102.0,31.8,25.6,61.84
Talcher,2018-07-10,16.27,87.85,3.49,2.15,37.22,102.0,35.8,28.2,57.04
Talcher,2018-07-11,24.07,115.13,3.09,2.39,43.62,108.0,34.3,26.1,58.84
Talcher,2018-07-12,17.92,64.18,3.43,2.44,48.48,108.0,30.6,24.8,63.28
Talcher,2018-08-01,25.01,180.81,30.57,0.0,31.71666667,147.0,31.9,25.8,61.72
Talcher,2018-08-02,31.23,117.92,28.38666667,0.0,36.40333333,146.0,32.9,27.1,60.52
Talcher,2018-08-03,23.22,140.67,25.63333333,0.0,35.13666667,115.0,32.1,27.9,61.48
Talcher,2018-08-04,33.27,189.52,31.25,0.0,40.89666667,138.0,34.1,27.4,59.08
Talcher,2018-08-05,30.95,172.93,34.37333333,0.0,37.46666667,167.0,37.5,27.0,55.0
Talcher,2018-08-06,16.5,101.76,26.67666667,0.0,38.27,113.0,38.3,29.1,54.04
Talcher,2018-08-07,2.65,51.95,28.38333333,0.0,36.58666667,78.0,31.6,26.4,62.08
Talcher,2018-08-08,11.88,39.4,32.34666667,0.0,39.79333333,51.0,32.9,26.2,60.52
Talcher,2018-08-09,29.54,115.5875,24.7,0.0,31.97,121.75,31.2,24.9,62.56
Talcher,2018-08-10,35.755,156.44,16.12,1.6125,29.33333333,146.5,36.3,27.7,56.44
Talcher,2018-08-11,40.2675,76.76666667,9.253333333,1.7925,32.59666667,165.0,34.1,26.7,59.08
Talcher,2018-08-12,34.425,42.79666667,8.453333333,1.9375,32.33333333,77.66666667,30.8,25.5,63.04
Talcher,2018-09-01,25.72333333,150.1966667,48.23,0.826666667,19.54333333,82.0,31.6,26.6,62.08
Talcher,2018-09-02,33.42333333,124.72,49.72333333,0.813333333,20.98666667,134.6666667,32.6,26.4,60.88
Talcher,2018-09-03,35.2,163.1733333,45.12666667,0.896666667,22.84333333,126.6666667,31.9,26.9,61.72
Talcher,2018-09-04,38.22,181.62,57.47,0.833333333,25.62333333,140.6666667,34.1,26.3,59.08
Talcher,2018-09-05,48.46333333,207.17,65.32666667,1.02,21.66333333,175.3333333,36.0,28.4,56.8
Talcher,2018-09-06,39.40666667,157.45,49.50333333,1.083333333,23.29,157.3333333,37.1,28.4,55.48
Talcher,2018-09-07,22.53,102.9666667,51.72666667,0.883333333,21.77333333,113.6666667,33.6,27.3,59.68
Talcher,2018-09-08,27.26666667,94.85333333,60.72333333,0.803333333,25.68666667,89.66666667,32.7,26.4,60.76
Talcher,2018-09-09,45.37,173.395,47.33,0.51,20.48,141.5,33.4,26.0,59.92
Talcher,2018-09-10,55.24,225.03,28.75,1.075,21.44666667,191.0,36.1,28.1,56.68
Talcher,2018-09-11,56.465,38.40333333,15.41666667,1.195,21.57333333,222.0,32.8,26.4,60.64
Talcher,2018-09-12,50.93,21.41333333,13.47666667,1.435,16.18666667,47.33333333,32.0,26.1,61.6
Talcher,2018-10-01,26.43666667,119.5833333,65.89,1.653333333,7.37,17.0,30.4,25.5,63.52
Talcher,2018-10-02,35.61666667,131.52,71.06,1.626666667,5.57,123.3333333,32.5,26.8,61.0
Talcher,2018-10-03,47.18,185.6766667,64.62,1.793333333,10.55,138.3333333,32.4,27.2,61.12
Talcher,2018-10-04,43.17,173.72,83.69,1.666666667,10.35,143.3333333,35.9,26.7,56.92
Talcher,2018-10-05,65.97666667,241.41,96.28,2.04,5.86,183.6666667,34.3,28.0,58.84
Talcher,2018-10-06,62.31333333,213.14,72.33,2.166666667,8.31,201.6666667,35.7,29.6,57.16
Talcher,2018-10-07,42.41,153.9833333,75.07,1.766666667,6.96,149.3333333,33.9,27.0,59.32
Talcher,2018-10-08,42.65333333,150.3066667,89.1,1.606666667,11.58,128.3333333,33.3,27.4,60.04
Talcher,2018-10-09,61.2,231.2025,69.96,1.02,8.99,161.25,34.2,26.3,58.96
Talcher,2018-10-10,74.725,293.62,41.38,0.5375,13.56,235.5,35.8,26.2,57.04
Talcher,2018-10-11,72.6625,0.04,21.58,0.5975,10.55,279.0,32.3,26.0,61.24
Talcher,2018-10-12,67.435,0.03,18.5,0.9325,0.04,17.0,33.4,26.4,59.92
Talcher,2018-11-01,27.15,88.97,2.04,2.48,10.22,113.0,32.3,24.9,61.24
Talcher,2018-11-02,37.81,138.32,2.05,2.44,10.78,112.0,33.6,26.8,59.68
Talcher,2018-11-03,59.16,208.18,15.89,2.69,23.79,150.0,33.3,27.6,60.04
Talcher,2018-11-04,48.12,165.82,9.45,2.5,18.34,146.0,33.3,26.2,60.04
Talcher,2018-11-05,83.49,275.65,19.45,3.06,25.67,192.0,33.9,27.6,59.32
Talcher,2018-11-06,85.22,268.83,14.57,3.25,24.95,246.0,36.5,27.7,56.2
Talcher,2018-11-07,62.29,205.0,13.94,2.65,18.18,185.0,31.6,26.9,62.08
Talcher,2018-11-08,58.04,205.76,19.43,2.41,17.89,167.0,33.7,25.1,59.56
Talcher,2018-11-09,77.03,289.01,8.95,1.53,42.91,181.0,32.0,26.6,61.6
Talcher,2018-11-10,94.21,362.21,6.37,0.0,35.87,280.0,35.3,27.7,57.64
Talcher,2018-11-11,88.86,338.63,6.27,0.0,27.64,336.0,33.5,26.6,59.8
Talcher,2018-11-12,83.94,298.36,4.61,0.43,24.15,271.0,32.3,25.4,61.24
Talcher,2018-12-01,88.36,451.12,0.09,1.84,25.13,428.0,32.5,26.3,61.0
Talcher,2018-12-02,100.93,456.56,0.02,1.86,18.29,434.0,33.6,27.5,59.68
Talcher,2018-12-03,109.94,423.46,21.0125,2.37,18.03,434.0,34.8,27.7,58.24
Talcher,2018-12-04,114.58,340.97,14.795,2.25,16.33,342.0,35.7,27.1,57.16
Talcher,2018-12-05,119.7,346.87,21.225,2.68,27.2,284.0,31.7,27.5,61.96
Talcher,2018-12-06,106.01,299.94,19.47666667,2.34,19.55,286.0,38.6,28.6,53.68
Talcher,2018-12-07,101.5,308.53,18.53333333,2.47,19.01,261.0,32.4,25.7,61.12
Talcher,2018-12-08,94.41,239.24,28.06666667,2.58,21.66,241.0,32.1,26.2,61.48
Talcher,2018-12-09,115.23,306.3,0.2,2.28,19.83,230.0,32.3,26.1,61.24
Talcher,2018-12-10,99.88,280.93,1.02,2.17,17.16,291.0,35.3,28.0,57.64
Talcher,2018-12-11,92.54,282.66,0.96,1.87,14.11,212.0,32.9,25.9,60.52
Talcher,2018-12-12,110.56,301.76,0.82,2.87,16.98,266.0,32.6,25.7,60.88
Talcher,2019-01-01,109.37,316.19,6.47,3.73,24.76,252.0,29.7,25.2,64.36
Talcher,2019-01-02,164.15,379.95,6.14,4.74,36.42,304.0,33.8,26.8,59.44
Talcher,2019-01-03,144.06,392.33,5.82,4.25,32.94,353.0,33.5,25.7,59.8
Talcher,2019-01-04,149.95,391.11,4.88,4.07,32.26,359.0,30.0,25.6,64.0
Talcher,2019-01-05,141.72,364.26,4.94,4.07,32.54,336.0,32.5,25.3,61.0
Talcher,2019-01-06,151.23,388.52,5.19,4.16,33.8,344.0,30.3,24.8,63.64
Talcher,2019-01-07,136.62,405.86,5.46,4.23,34.22,346.0,28.3,24.2,66.04
Talcher,2019-01-08,94.54,248.18,5.92,3.33,22.56,307.0,28.3,24.6,66.04
Talcher,2019-01-09,105.66,272.38,5.44,3.55,22.34,221.0,28.9,24.4,65.32
Talcher,2019-01-10,122.14,366.32,5.93,3.51,27.72,285.0,28.2,23.6,66.16
Talcher,2019-01-11,117.54,284.65,5.76,2.66,14.74,308.0,27.9,19.9,66.52
Talcher,2019-01-12,126.07,309.11,5.36,2.95,17.085,305.0,27.3,22.1,67.24
Talcher,2019-02-01,102.53,356.48,6.47,2.94,27.38,301.0,29.4,25.1,64.72
Talcher,2019-02-02,99.74,421.57,7.893333333,3.25,28.85,370.0,33.1,26.9,60.28
Talcher,2019-02-03,101.98,444.2,9.343333333,3.22,30.3,397.0,32.3,25.5,61.24
Talcher,2019-02-04,82.05,386.16,8.616666667,2.87,24.02,386.0,30.2,25.9,63.76
Talcher,2019-02-05,96.65,482.14,8.636666667,3.35,28.02,418.0,31.5,25.5,62.2
Talcher,2019-02-06,88.48,444.48,3.79,2.81,19.88,439.0,28.6,25.1,65.68
Talcher,2019-02-07,83.85,370.72,8.73,2.59,17.27,404.0,27.3,24.0,67.24
Talcher,2019-02-08,60.24,291.43,9.21,1.84,10.2,233.0,29.2,23.5,64.96
Talcher,2019-02-09,51.07,256.14,8.993333333,2.0,10.26,248.0,29.4,22.4,64.72
Talcher,2019-02-10,61.86,320.44,9.146666667,2.36,14.28,211.0,28.2,25.0,66.16
Talcher,2019-02-11,63.48,330.54,9.043333333,2.2,11.08,278.0,29.1,20.9,65.08
Talcher,2019-02-12,87.87,402.77,8.563333333,2.87,15.84,350.0,27.8,22.5,66.64
Talcher,2019-03-01,29.6,158.68,6.47,2.27,28.25,148.0,32.4,25.4,61.12
Talcher,2019-03-02,37.64,200.46,9.646666667,2.34,29.83,151.0,33.0,26.7,60.4
Talcher,2019-03-03,58.16,282.48,12.86666667,2.83,30.48,179.0,32.4,25.5,61.12
Talcher,2019-03-04,33.19,185.36,12.35333333,2.81,29.28,221.0,27.4,25.3,67.12
Talcher,2019-03-05,29.56,136.7,12.33333333,2.43,27.37,133.0,31.3,25.4,62.44
Talcher,2019-03-06,45.91,242.28,9.595,2.68,27.03,195.0,28.0,24.4,66.4
Talcher,2019-03-07,67.33,379.94,12.0,3.13,29.44,266.0,25.0,22.8,70.0
Talcher,2019-03-08,61.65,368.35,12.5,3.33,30.24,161.0,28.3,24.1,66.04
Talcher,2019-03-09,62.78,322.38,12.54666667,3.06,30.27,186.0,30.1,21.5,63.88
Talcher,2019-03-10,60.145,230.01,12.36333333,2.61,27.24,184.5,28.2,24.4,66.16
Talcher,2019-03-11,55.095,246.575,12.32666667,3.18,29.1,198.5,27.0,21.9,67.6
Talcher,2019-03-12,18.06,312.145,11.76666667,2.69,28.83,260.0,28.1,22.3,66.28
Talcher,2019-04-01,47.74,195.92,6.47,0.99,27.51,200.0,31.4,25.5,62.32
Talcher,2019-04-02,50.37,196.44,11.4,1.26,27.49,145.0,33.6,26.7,59.68
Talcher,2019-04-03,43.63,174.8,16.39,1.2,27.3,164.0,31.3,25.9,62.44
Talcher,2019-04-04,27.84,128.0,16.09,0.95,26.22,130.0,31.0,25.3,62.8
Talcher,2019-04-05,55.95,235.28,16.03,1.21,25.82,144.0,32.0,26.6,61.6
Talcher,2019-04-06,29.53,131.35,15.4,0.93,24.98,168.0,29.3,24.0,64.84
Talcher,2019-04-07,21.02,104.95,15.27,0.73,24.02,114.0,27.3,21.9,67.24
Talcher,2019-04-08,18.61,92.87,15.79,0.81,23.31,89.0,29.7,23.9,64.36
Talcher,2019-04-09,47.88,188.3,16.1,1.43,25.91,124.0,30.4,22.9,63.52
Talcher,2019-04-10,58.43,139.58,15.58,1.55,27.7,158.0,28.0,22.5,66.4
Talcher,2019-04-11,46.71,162.61,15.61,1.37,25.03,119.0,28.3,21.9,66.04
Talcher,2019-04-12,52.99,221.52,14.97,1.72,25.19,170.0,28.5,21.8,65.8
Talcher,2019-05-01,21.91,69.03,15.82,1.27,22.88,89.0,30.4,26.6,63.52
Talcher,2019-05-02,16.34,66.35,13.18,1.21,21.3,77.0,35.1,27.5,57.88
Talcher,2019-05-03,26.08,110.21,12.51,1.94,27.54,102.0,32.8,25.8,60.64
Talcher,2019-05-04,37.46,73.77,13.43,1.8,24.9,124.0,30.5,26.2,63.4
Talcher,2019-05-05,36.91,164.08,14.86,1.58,23.51,132.0,32.6,26.1,60.88
Talcher,2019-05-06,38.49,172.54,14.18,1.71,24.19,140.0,29.9,24.0,64.12
Talcher,2019-05-07,55.63,218.71,13.78,2.07,25.58,168.0,28.6,24.3,65.68
Talcher,2019-05-08,53.84,226.97,13.67,2.09,26.12,177.0,29.7,24.5,64.36
Talcher,2019-05-09,42.87,203.68,12.38,1.79,25.03,170.0,29.5,23.7,64.6
Talcher,2019-05-10,46.56,204.14,13.54,1.86,26.36,171.0,27.8,21.7,66.64
Talcher,2019-05-11,38.56,156.87,11.91,1.66,26.57,155.0,26.7,22.3,67.96
Talcher,2019-05-12,38.28,139.66,14.01,1.91,26.15,134.0,28.7,23.2,65.56
Talcher,2019-06-01,53.16,141.34,13.47,1.91,27.49,136.0,30.6,25.4,63.28
Talcher,2019-06-02,18.93,77.32,9.47,1.09,25.55,114.0,34.4,27.8,58.72
Talcher,2019-06-03,31.83,128.85,9.68,0.95,23.83,112.0,31.0,25.2,62.8
Talcher,2019-06-04,24.82,102.59,9.42,1.18,25.43,118.0,31.2,25.5,62.56
Talcher,2019-06-05,29.72,117.76,11.28,0.87,22.79,98.0,31.8,26.3,61.84
Talcher,2019-06-06,25.45,105.055,8.8,1.65,26.63,117.0,27.3,25.0,67.24
Talcher,2019-06-07,18.29,98.23,10.53,0.87,21.59,128.0,29.3,24.6,64.84
Talcher,2019-06-08,32.36,106.2,3.88,0.92,24.52,93.0,28.5,23.8,65.8
Talcher,2019-06-09,30.64,120.9,4.48,1.05,24.41,110.0,29.5,23.4,64.6
Talcher,2019-06-10,31.89,107.81,8.51,1.03,22.96,108.0,27.8,21.3,66.64
Talcher,2019-06-11,37.45,154.65,8.58,1.12,23.17,121.0,26.1,22.5,68.68
Talcher,2019-06-12,25.85,125.17,6.66,1.0,23.26,123.0,28.8,22.6,65.44
Talcher,2019-07-01,25.09,57.48,5.15,1.62,26.38,82.0,30.3,24.6,63.64
Talcher,2019-07-02,18.32,59.72,7.14,0.88,27.14,83.0,33.6,27.1,59.68
Talcher,2019-07-03,19.94,79.01,6.0,0.75,28.29,79.0,33.6,26.6,59.68
Talcher,2019-07-04,17.26,38.61,5.62,1.53,27.6,81.0,31.5,25.7,62.2
Talcher,2019-07-05,30.92,59.67,5.13,2.08,29.35,102.0,30.4,25.5,63.52
Talcher,2019-07-06,12.41,37.57,3.42,1.59,29.07,86.0,27.5,24.6,67.0
Talcher,2019-07-07,23.24,76.33,5.53,1.67,29.21,88.0,29.2,24.4,64.96
Talcher,2019-07-08,24.06,105.08,5.71,1.87,30.3,99.0,26.6,24.5,68.08
Talcher,2019-07-09,23.04,113.5,4.91,1.61,31.23,112.0,29.2,24.3,64.96
Talcher,2019-07-10,18.98,100.29,4.52,1.41,31.64,100.0,27.9,22.9,66.52
Talcher,2019-07-11,15.95,89.91,5.64,1.35,31.65,99.0,27.0,22.7,67.6
Talcher,2019-07-12,23.79,111.89,6.51,1.44,32.02,97.0,28.5,23.0,65.8
Talcher,2019-08-01,6.76,34.75,10.5,1.47,37.2,77.0,29.2,24.9,64.96
Talcher,2019-08-02,18.39,62.34,10.94,1.81,37.47,93.0,32.0,27.1,61.6
Talcher,2019-08-03,12.77,44.56,10.31,1.82,37.9,94.0,32.7,26.6,60.76
Talcher,2019-08-04,8.61,32.05,10.09,1.56,37.65,83.0,31.1,26.3,62.68
Talcher,2019-08-05,14.06,48.93,11.57,1.7,37.79,87.0,30.9,24.1,62.92
Talcher,2019-08-06,23.24,50.97,6.3,1.82,37.34,89.0,27.3,24.0,67.24
Talcher,2019-08-07,20.26,46.83,0.21,1.92,42.11,99.0,27.7,23.9,66.76
Talcher,2019-08-08,13.98,39.26,3.19,1.66,43.81,87.0,26.4,23.9,68.32
Talcher,2019-08-09,17.65,69.73,8.45,1.64,43.0,85.0,28.8,25.1,65.44
Talcher,2019-08-10,20.65,82.44,9.1,2.08,41.04,103.0,28.3,20.9,66.04
Talcher,2019-08-11,21.76,100.14,7.59,1.93,40.27,102.0,27.9,23.9,66.52
Talcher,2019-08-12,25.89,83.43,6.94,2.13,39.46,102.0,27.2,22.7,67.36
Talcher,2019-09-01,16.31,34.9,3.79,0.89,28.68,57.0,31.0,25.0,62.8
Talcher,2019-09-02,21.0,55.36,4.19,1.21,16.49,72.0,32.2,26.9,61.36
Talcher,2019-09-03,20.71,53.8,4.34,1.56,63.23,88.0,31.7,26.3,61.96
Talcher,2019-09-04,29.07,50.96,7.61,1.31,51.39,100.0,30.7,25.4,63.16
Talcher,2019-09-05,21.03,53.23,0.69,1.39,12.1,85.0,30.5,23.8,63.4
Talcher,2019-09-06,15.76,35.12,7.03,1.34,9.21,84.0,26.7,23.6,67.96
Talcher,2019-09-07,14.08,33.83,8.28,0.96,25.88,94.0,29.0,23.4,65.2
Talcher,2019-09-08,24.3,45.69,9.28,1.04,20.9,230.0,26.4,23.7,68.32
Talcher,2019-09-09,25.6,52.64,8.05,1.18,23.39,132.0,29.2,24.7,64.96
Talcher,2019-09-10,24.15,62.87,8.45,1.03,36.23,69.0,27.8,19.8,66.64
Talcher,2019-09-11,30.58,83.52,6.79,1.24,31.3,76.0,27.7,23.8,66.76
Talcher,2019-09-12,24.97,48.36,6.38,1.06,20.39,79.0,27.4,22.9,67.12
Talcher,2019-10-01,31.11,47.89,3.1,0.35,44.33,131.3333333,30.0,25.6,64.0
Talcher,2019-10-02,29.91,59.88,2.61,0.54,34.56,114.0,32.2,26.4,61.36
Talcher,2019-10-03,47.12,70.8,2.46,0.34,30.44,140.3333333,30.3,25.4,63.64
Talcher,2019-10-04,42.655,60.695,2.91,0.55,31.2,131.0,32.4,24.8,61.12
Talcher,2019-10-05,35.085,60.465,1.31,1.945,23.89,97.5,29.5,24.2,64.6
Talcher,2019-10-06,30.02,128.245,4.405,1.755,22.44,100.5,27.7,23.4,66.76
Talcher,2019-10-07,31.2,273.12,4.745,1.535,31.155,247.5,28.4,24.0,65.92
Talcher,2019-10-08,40.875,269.515,5.59,1.36,28.62,373.0,27.4,23.7,67.12
Talcher,2019-10-09,31.465,64.61,10.69,1.03,29.65,179.0,28.5,23.6,65.8
Talcher,2019-10-10,18.42,50.05,10.6,0.89,28.54,71.5,27.6,18.3,66.88
Talcher,2019-10-11,21.72,52.51,9.95,1.1,26.97,81.0,27.2,22.4,67.36
Talcher,2019-10-12,35.44,59.78,9.32,1.87,27.91,100.0,28.0,22.1,66.4
Talcher,2019-11-01,30.68,60.88,4.11,2.7,33.75,205.6666667,32.4,26.8,61.12
Talcher,2019-11-02,45.32,64.4,3.39,2.84,35.07,156.0,31.3,26.4,62.44
Talcher,2019-11-03,73.53,87.8,2.89,2.94,36.3,192.6666667,30.5,25.2,63.4
Talcher,2019-11-04,56.24,70.43,2.2,2.74,35.03,162.0,31.6,24.6,62.08
Talcher,2019-11-05,49.14,67.7,1.93,2.5,35.68,110.0,30.2,23.7,63.76
Talcher,2019-11-06,44.28,221.37,1.78,2.17,35.67,117.0,28.0,23.4,66.4
Talcher,2019-11-07,48.32,512.41,1.21,2.11,36.43,401.0,26.6,23.4,68.08
Talcher,2019-11-08,57.45,493.34,1.9,1.68,36.34,516.0,26.9,23.9,67.72
Talcher,2019-11-09,37.33,76.58,2.05,1.15,35.36,226.0,27.9,22.6,66.52
Talcher,2019-11-10,23.65,74.15,2.31,1.12,34.5,74.0,27.6,18.3,66.88
Talcher,2019-11-11,43.57,154.48,6.51,1.69,35.23,105.0,28.0,21.5,66.4
Talcher,2019-11-12,56.68,223.74,10.43,1.7,38.71,168.0,27.6,22.6,66.88
Talcher,2019-12-01,83.18,263.04,33.72,1.02,44.8,280.0,32.9,25.9,60.52
Talcher,2019-12-02,81.48,265.36,41.18,0.99,36.63,198.0,32.2,25.6,61.36
Talcher,2019-12-03,103.15,257.83,39.88,1.57,30.74,245.0,29.4,25.7,64.72
Talcher,2019-12-04,60.99,212.51,22.42,0.7,27.49,193.0,32.6,25.2,60.88
Talcher,2019-12-05,73.34,281.68,33.79,1.63,25.79,192.0,29.9,25.1,64.12
Talcher,2019-12-06,79.58,294.98,33.74,2.66,27.41,238.0,25.7,23.2,69.16
Talcher,2019-12-07,87.21,290.81,33.91,2.66,23.24,258.0,28.5,25.1,65.8
Talcher,2019-12-08,82.46,266.72,33.73,2.67,21.72,241.0,28.7,22.7,65.56
Talcher,2019-12-09,86.08,280.65,34.67,2.66,19.28,201.0,27.6,22.3,66.88
Talcher,2019-12-10,79.14,247.47,35.33,2.43,18.4,218.0,27.4,19.3,67.12
Talcher,2019-12-11,88.37,292.02,35.01,2.67,18.33,210.0,28.2,21.5,66.16
Talcher,2019-12-12,83.05,251.29,35.25,2.52,16.62,270.0,27.1,23.1,67.48
Talcher,2020-01-01,153.15,305.06,18.97,1.99,32.83,336.0,28.3,20.9,66.04
